season,round,circuit_id,driver_id,avg_lap_time_norm,lap_time_std,best_lap_time_norm,avg_sector1_norm,avg_sector2_norm,avg_sector3_norm,tyre_degradation_slope,avg_stint_length,number_of_pit_stops,team,teammate_pace_delta,position_gain,grid_position,finish_position,driver_cluster,driver_cluster_name,circuit_cluster,circuit_cluster_name,split
2019,4,Baku,VER,0.9891116846490844,0.0194521801822476,0.9700004628129772,0.9899292587150972,0.9826078875835196,0.9958872304043976,-0.0011130225050952,23.5,1,Red Bull Racing,-0.0050203710897792,0.0,4.0,4.0,1,Frontrunner,1.0,High-Speed,train
2019,4,Baku,VET,0.9879901017105372,0.0158860701516909,0.9684731799879668,0.9816133618789536,0.985665750524118,0.9992550049445844,-0.0013096466259372,23.5,1,Ferrari,-0.002284255700208,0.0,3.0,3.0,1,Frontrunner,1.0,High-Speed,train
2019,5,Barcelona,ALB,0.9996599979268168,0.0144170992959204,0.9725499609914182,0.9997192909094782,0.9994385772626706,0.998998107183508,-0.0010052754215559,18.33333333333333,2,Toro Rosso,0.0007993758626897,0.0,11.0,11.0,0,Aggressive,1.0,High-Speed,train
2019,5,Barcelona,BOT,0.9827987157174578,0.0177980864008353,0.9450519114205124,0.9841103167366504,0.9812513455698116,0.9793253732979258,-0.0002097997176702,18.666666666666668,2,Mercedes,0.0011167588448405,-1.0,1.0,2.0,1,Frontrunner,1.0,High-Speed,train
2019,5,Barcelona,GAS,0.991726108315258,0.0136000701291692,0.9666446618256016,1.001095180294056,0.9905775758214272,0.9844558843312026,-0.0004980904640065,18.666666666666668,2,Red Bull Racing,0.0036923766085682,0.0,6.0,6.0,1,Frontrunner,1.0,High-Speed,train
2019,5,Barcelona,GIO,1.0160713049178514,0.0182791798707667,0.982212086659065,1.0099243693762316,1.0172587937281556,1.0189450541785492,-0.0024420937408048,17.333333333333332,2,Alfa Romeo Racing,0.0043596801086449,2.0,18.0,16.0,0,Aggressive,1.0,High-Speed,train
2019,5,Barcelona,GRO,0.9970305467202784,0.0123824619094405,0.9728980375682652,1.002411000698869,0.9916212174653192,0.997656331740662,-0.0008699707465897,18.33333333333333,2,Haas F1 Team,-0.0006312297796425,-3.0,7.0,10.0,1,Frontrunner,1.0,High-Speed,train
2019,5,Barcelona,HAM,0.9805651980277768,0.0155887575287334,0.9421112644781852,0.9856021818425192,0.9809536024625646,0.9726773950186036,-0.0002397400113509,19.0,2,Mercedes,-0.0011167588448405,1.0,2.0,1.0,1,Frontrunner,1.0,High-Speed,train
2019,5,Barcelona,HUL,1.00582826403627,0.0165254648296266,0.9755986316989738,1.0058817266125766,1.008125180363613,1.002426736587794,-0.0007545085440859,27.5,1,Renault,0.0014887638916927,-13.0,0.0,13.0,2,Tyre Manager,1.0,High-Speed,train
2019,5,Barcelona,KUB,1.0333909015538976,0.0185434223458785,0.9986437016143552,1.0286009939324534,1.037082758841825,1.032414673244025,-0.0007288550740799,18.0,2,Williams,0.0022612752583346,-1.0,17.0,18.0,0,Aggressive,1.0,High-Speed,train
2019,5,Barcelona,KVY,0.9980612462014372,0.0146315919022676,0.968925163535978,0.993212260598704,0.9988124422472068,1.0003620764545678,-0.0012411990153299,18.33333333333333,2,Toro Rosso,-0.0007993758626898,0.0,9.0,9.0,1,Frontrunner,1.0,High-Speed,train
2019,5,Barcelona,LEC,0.986925480748622,0.0141668924076404,0.9602352517553862,0.9859976636153726,0.9839860014932962,0.990039160783415,-0.000205583383553,18.666666666666668,2,Ferrari,0.0016382056433368,0.0,5.0,5.0,1,Frontrunner,1.0,High-Speed,train
2019,5,Barcelona,MAG,0.9982930062795636,0.0144961275095961,0.9694532797215388,0.9999918691159986,0.9967404833599082,0.9977374977409852,-0.0009990425034787,18.33333333333333,2,Haas F1 Team,0.0006312297796426,1.0,8.0,7.0,1,Frontrunner,1.0,High-Speed,train
2019,5,Barcelona,NOR,1.0111431344164008,0.0126012521489317,0.9909500090019804,1.0061823521193112,1.0116292983239576,1.0138126035115895,-0.0001058822455006,20.5,1,McLaren,0.004614847638986,-10.0,10.0,20.0,2,Tyre Manager,1.0,High-Speed,train
2019,5,Barcelona,PER,1.0058330650925025,0.0128101768509779,0.982524155314169,1.0014972442111012,1.0092089652739924,1.004852204956833,-0.0008558737652602,18.33333333333333,2,Racing Point,-0.0025912157437384,0.0,15.0,15.0,0,Aggressive,1.0,High-Speed,train
2019,5,Barcelona,RAI,1.0073519447005614,0.015863611701471,0.9767988957570668,1.0030289478829697,1.008629469738265,1.0086416425969316,-0.0009417978915068,18.33333333333333,2,Alfa Romeo Racing,-0.0043596801086449,0.0,14.0,14.0,0,Aggressive,1.0,High-Speed,train
2019,5,Barcelona,RIC,1.002850736252885,0.0150748640345508,0.9675928704314948,1.0008080549957508,1.0045636730922265,1.0018034070696853,-0.0009790037610208,18.33333333333333,2,Renault,-0.0014887638916925,1.0,13.0,12.0,0,Aggressive,1.0,High-Speed,train
2019,5,Barcelona,RUS,1.028868351037228,0.0203335302759636,0.9888015363379944,1.031412745397285,1.0292108891525318,1.0255331186520806,-0.0003256218789331,18.0,2,Williams,-0.0022612752583348,2.0,19.0,17.0,0,Aggressive,1.0,High-Speed,train
2019,5,Barcelona,SAI,1.0019134391384288,0.0155070045337474,0.9705215147332412,0.9978329258211708,1.001341468035924,1.005020878051255,-0.0006870154373021,18.33333333333333,2,McLaren,-0.004614847638986,4.0,12.0,8.0,0,Aggressive,1.0,High-Speed,train
2019,5,Barcelona,STR,1.0110154965799794,0.0104367234817363,0.9989317649882974,1.0078973925879295,1.010484355973838,1.0132826581988834,-0.0004469986814734,20.5,1,Racing Point,0.0025912157437386,-3.0,16.0,19.0,2,Tyre Manager,1.0,High-Speed,train
2019,5,Barcelona,VER,0.9843413550981216,0.0179263560764501,0.95743863650003,0.986472833275363,0.9826804291998122,0.9801225733426758,-0.0006650544919294,18.33333333333333,2,Red Bull Racing,-0.0036923766085683,1.0,4.0,3.0,1,Frontrunner,1.0,High-Speed,train
2019,5,Barcelona,VET,0.9836490694619484,0.016281216293095,0.9580507711696572,0.9799541443954656,0.98275991064653,0.9868013655897728,-0.0002719210814416,18.0,2,Ferrari,-0.0016382056433367,-1.0,3.0,4.0,1,Frontrunner,1.0,High-Speed,train
2019,6,Monaco,ALB,1.0011640306155,0.0142278260248132,0.9647072333584272,1.0064250972762645,0.9997623261694056,0.9998507594309864,-0.0003460083078058,35.0,1,Toro Rosso,0.0001169316692519,2.0,10.0,8.0,2,Tyre Manager,0.0,High-Degradation,train
2019,6,Monaco,BOT,0.99168580878481,0.0153587902205503,0.959042017021168,0.9947457491604924,0.990803451511416,0.9884969256259442,-0.0025937789620754,37.0,1,Mercedes,0.0001906165285135,-1.0,2.0,3.0,1,Frontrunner,0.0,High-Degradation,train
2019,6,Monaco,GAS,0.989056855564754,0.0198766265939483,0.9477626223316704,0.993739271000229,0.9846185880751208,0.993587344240132,-0.0002772708933767,22.666666666666668,2,Red Bull Racing,-0.0013358573875363,3.0,8.0,5.0,1,Frontrunner,0.0,High-Degradation,train
2019,6,Monaco,GIO,1.013534016721796,0.0183633779361394,0.973536804766948,1.0177180730588304,1.0120053239588307,1.0135107264380885,0.0001854161363401,33.5,1,Alfa Romeo Racing,0.0003288254389104,-1.0,18.0,19.0,2,Tyre Manager,0.0,High-Degradation,train
2019,6,Monaco,GRO,1.0010049014693474,0.0138530676108753,0.979240299592972,1.0041675931072818,0.9995083146941552,1.0019055307198144,-0.0005632258947189,35.0,1,Haas F1 Team,-0.0038814246406306,3.0,13.0,10.0,2,Tyre Manager,0.0,High-Degradation,train
2019,6,Monaco,HAM,0.9913045757277829,0.011630647878633,0.9718525512612765,0.9887752518522466,0.993729508950748,0.9881889106923534,-0.0021063265175953,37.0,1,Mercedes,-0.0001906165285135,0.0,1.0,1.0,2,Tyre Manager,0.0,High-Degradation,train
2019,6,Monaco,HUL,1.0062981983036527,0.0203595685890052,0.9732433363530808,1.0115194834489372,1.0066037233255394,1.0020535816900895,8.428778926300782e-05,34.5,1,Renault,0.0010372253063835,-2.0,11.0,13.0,2,Tyre Manager,0.0,High-Degradation,train
